DATE,DTB4WK
2015-08-01,0.03380952380952380952
2015-09-01,-0.00047619047619047619
2015-10-01,0.01142857142857142857
2015-11-01,0.06894736842105263158
2015-12-01,0.17000000000000000000
2016-01-01,0.22421052631578947368
2016-02-01,0.25100000000000000000
2016-03-01,0.25090909090909090909
2016-04-01,0.18666666666666666667
2016-05-01,0.22142857142857142857
2016-06-01,0.21863636363636363636
2016-07-01,0.25850000000000000000
2016-08-01,0.25782608695652173913
2016-09-01,0.18476190476190476190
2016-10-01,0.23600000000000000000
2016-11-01,0.28950000000000000000
2016-12-01,0.41095238095238095238
2017-01-01,0.48600000000000000000
2017-02-01,0.47210526315789473684
2017-03-01,0.64869565217391304348
2017-04-01,0.73368421052631578947
2017-05-01,0.70636363636363636364
2017-06-01,0.82181818181818181818
2017-07-01,0.94950000000000000000
2017-08-01,0.96304347826086956522
2017-09-01,0.97650000000000000000
2017-10-01,0.97619047619047619048
2017-11-01,1.0666666666666667
2017-12-01,1.1785000000000000
2018-01-01,1.2733333333333333
2018-02-01,1.3573684210526316
2018-03-01,1.6061904761904762
2018-04-01,1.6285714285714286
2018-05-01,1.6695454545454545
2018-06-01,1.7719047619047619
2018-07-01,1.8604761904761905
2018-08-01,1.9052173913043478
2018-09-01,2.0005263157894737
2018-10-01,2.1390909090909091
2018-11-01,2.1925000000000000
2018-12-01,2.3236842105263158
2019-01-01,2.3604761904761905
2019-02-01,2.3852631578947368
2019-03-01,2.4100000000000000
2019-04-01,2.3847619047619048
2019-05-01,2.3559090909090909
2019-06-01,2.1815000000000000
2019-07-01,2.1122727272727273
2019-08-01,2.0313636363636364
2019-09-01,1.9520000000000000
2019-10-01,1.6968181818181818
2019-11-01,1.5536842105263158
2019-12-01,1.5233333333333333
2020-01-01,1.5033333333333333
2020-02-01,1.5473684210526316
2020-03-01,0.36409090909090909091
2020-04-01,0.10857142857142857143
2020-05-01,0.09800000000000000000
2020-06-01,0.13000000000000000000
2020-07-01,0.10590909090909090909
2020-08-01,0.08190476190476190476
2020-09-01,0.08952380952380952381
2020-10-01,0.08666666666666666667
2020-11-01,0.08684210526315789474
2020-12-01,0.07590909090909090909
2021-01-01,0.07631578947368421053
2021-02-01,0.03578947368421052632
2021-03-01,0.02434782608695652174
2021-04-01,0.01636363636363636364
2021-05-01,0.00750000000000000000
2021-06-01,0.02727272727272727273
2021-07-01,0.04952380952380952381
2021-08-01,0.04136363636363636364
2021-09-01,0.05380952380952380952
2021-10-01,0.05400000000000000000
2021-11-01,0.07050000000000000000
2021-12-01,0.03818181818181818182
2022-01-01,0.04700000000000000000
2022-02-01,0.03631578947368421053
2022-03-01,0.17347826086956521739
2022-04-01,0.29700000000000000000
2022-05-01,0.55761904761904761905
2022-06-01,1.03142857142857142857
2022-07-01,1.8035000000000000
2022-08-01,2.1895652173913043
2022-09-01,2.5200000000000000
2022-10-01,3.1775000000000000
2022-11-01,3.7180000000000000
2022-12-01,3.7166666666666667
2023-01-01,4.3320000000000000
2023-02-01,4.5100000000000000
2023-03-01,4.3317391304347826
2023-04-01,4.0190000000000000
2023-05-01,5.3059090909090909
2023-06-01,5.0385714285714286
2023-07-01,5.2040000000000000
2023-08-01,5.2760869565217391
2023-09-01,5.2860000000000000
2023-10-01,5.3042857142857143
2023-11-01,5.2909523809523810
2023-12-01,5.2745000000000000
2024-01-01,5.2766666666666667
2024-02-01,5.2825000000000000
2024-03-01,5.2805000000000000
2024-04-01,5.2800000000000000
2024-05-01,5.2731818181818182
2024-06-01,5.2536842105263158
2024-07-01,5.2750000000000000
2024-08-01,5.2454545454545455
2024-09-01,4.8570000000000000
2024-10-01,4.7086363636363636
2024-11-01,4.5270588235294118
